,sms,spam/ham_spam
4507,lol no just tri to make your day a littl more interest,0
4508,how long befor you get repli just defer admiss til next semest,0
4509,the word checkmat in chess come from the persian phrase shah maat which mean the king is dead goodmorn have a good day,0
4510,po de no need job aha,0
4511,rat hey did u ever vote for the next theme,0
4512,new mobil from must go txt nokia to no collect your today from onli www tc biz optout gbp mtmsg txtauction,1
4513,i hope your pee burn tonit,0
4514,oh rite well im with my best mate pete who i went out with a week now were geva again it been longer than a week,0
4515,yay can t wait to parti togeth,0
4516,photoshop make my comput shut down,0
4517,all boy made fun of me today ok i have no problem i just sent one messag just for fun,0
4518,that s one of the issu but california is okay no snow so it manag,0
4519,privat your account statement for show un redeem s i m point call identifi code expir,1
4520,hmmm mayb can tri e shoppin area one but forgot e name of hotel,0
4521,awesom that gonna be soon or later tonight,0
4522,i need detail about that onlin job,0
4523,you have won as a valu vodafon custom our comput ha pick you to win a prize to collect is easi just call,1
4524,miss you too pray inshah allah,0
4525,pl help me tell ashley that i cant find her number oh,0
4526,s thi will increas the chanc of win,0
4527,either way work for me i am lt gt year old hope that doesnt bother you,0
4528,mayb you should find someth els to do instead,0
4529,gain the right of a wife dont demand it i am tri as husband too let see,0
4530,i like your new hous,0
4531,i m fine hope you are also,0
4532,also north carolina and texa atm you would just go to the gre site and pay for the test result to be sent,0
4533,same to u,0
4534,ye babi i need to stretch open your pussi,0
4535,thank and or bomb and date as my phone want to say,0
4536,hey a guy i know is breath down my neck to get him some bud anyway you d be abl to get a half track to usf tonight,0
4537,respons is one of d power weapon occupi a place in other heart so alway give respons who care u gud night swt dream take care,0
4538,nokia phone is lovli,0
4539,free messag thank for use the auction subscript servic p msgrcvd skip an auction txt out unsubscrib txt stop customercar,1
4540,sorri da today i wont come to play i have drive cla,0
4541,i m realli sorri i lit your hair on fire,0
4542,oh shit i thought that wa your trip loooooool that just make so much more sens now grin and the sofa refer wa the sleep on a couch link you sent me wasn t that how you went on your trip oh and didn t your babe go with you for that celebr with your rent,0
4543,okey dokey swashbuckl stuff what oh,0
4544,tension face smile face wast face innoc face terror face cruel face romant face lovabl face decent face lt gt joker face,0
4545,dip s cell dead so i m come with him u better respond els we shall come back,0
4546,well you know what i mean text,0
4547,hi di is yiju i would be happi to work wif all for gek,0
4548,lol oop sorri have fun,0
4549,wat happen to the cruis thing,0
4550,i know dat feelin had it with pete wuld get with em nuther place nuther time mayb,0
4551,lyricalladi f is invit you to be her friend repli ye or no see her www sm ac u hmmross stop send stop frnd to,1
4552,the world s most happiest frnd never have the same charact dey just have the best understand of their differ,0
4553,yeah just open chat and click friend list then make the list easi as pie,0
4554,alright tyler s got a minor crisi and ha to be home sooner than he thought so be here asap,0
4555,when where do i pick you up,0
4556,as usual u can call me ard smth,0
4557,for mani thing it an antibiot and it can be use for chest abdomen and gyna infect even bone infect,0
4558,poor girl can t go one day lmao,0
4559,or just do that time,0
4560,you have to pl make a note of all she s expos to also find out from her school if anyon els wa vomit is there a dog or cat in the hous let me know later,0
4561,sound like there could be a lot of time spent in that chastiti devic boy grin or take your beat like a good dog go to loung in a nice long bath now,0
4562,it wors if if use half way then stop it better for him to complet it,0
4563,miser they don t tell u that the side effect of birth control are massiv gut wrench cramp for the first month i didn t sleep at all last night,0
4564,send me the new number,0
4565,want the latest video handset anytim ani network min half price line rental repli or call for deliveri tomorrow,1
4566,and half year i miss your friendship,0
4567,oh for fuck s sake she s in like tallahasse,0
4568,haha that wa the first person i wa gonna ask,0
4569,ou are guarante the latest nokia phone a gb ipod mp player or a prize txt word collect to no ibhltd ldnw h p mtmsgrcvd,1
4570,taka lor wat time u wan come n look us,0
4571,free polyphon rington text super to to get your free poli tone of the week now sn pobox nr zs subscript pw,1
4572,i m reach in anoth stop,0
4573,no i didn t mean to post it i wrote it and like so mani other time i ve ritten stuff to you i let it sit there it wa what i wa feel at the time i wa angri befor i left i hit send then stop it wasn t there i check on my phone when i got to my car it wasn t there you said you didn t sleep you were bore so whi wouldn t that be the time to clean fold laundri etc at least make the bed,0
4574,warner villag c colin farrel in swat thi wkend warner villag get free med popcorn just show msg ticket kiosk valid c t c kiosk repli soni mre film offer,1
4575,will you come onlin today night,0
4576,then anyth special,0
4577,i m in solihul do you want anyth,0
4578,will do have a good day,0
4579,we regret to inform u that the nh ha made a mistak u were never actual born pleas report yor local hospit b termin we r sorri the inconveni,0
4580,love that holiday monday feel even if i have to go to the dentist in an hour,0
4581,i am on the way to tirupur,0
4582,goal arsen henri v liverpool henri score with a simpl shot from yard from a pass by bergkamp to give arsen a goal margin after min,1
4583,you ve alreadi got a flaki parent it snot suppos to be the child s job to support the parent not until they re the ride age anyway i m suppos to be there to support you and now i ve hurt you unintent but hurt nonetheless,0
4584,we took hooch for a walk toaday and i fell over splat graze my knee and everyth should have stay at home see you tomorrow,0
4585,just drop em off omw back now,0
4586,sit in mu wait for everyon to get out of my suit so i can take a shower,0
4587,re your call you didn t see my facebook huh,0
4588,g say you never answer your text confirm deni,0
4589,it so common hearin how r u wat r u do how wa ur day so let me ask u someth differ did u smile today if not do it now gud evng,0
4590,oh yah we never cancel leh haha,0
4591,we can go e normal pilat after our intro,0
4592,ok let u noe when i leav my hous,0
4593,oh ye whi is it like tortur watch england,0
4594,wanna do some art d,0
4595,just hope that wasn t too piss up to rememb and ha gone off to hi sister or someth,0
4596,hi the sexychat girl are wait for you to text them text now for a great night chat send stop to stop thi servic,1
4597,good morn my boytoy how s those yummi lip where s my sexi bun now what do you do do you think of me do you crave me do you need me,0
4598,match start india lt gt for,0
4599,onc free call me sir,0
4600,hey do you want anyth to buy,0
4601,hey babe how s it go did you ever figur out where your go for new year,0
4602,k k congratul,0
4603,g want to know where the fuck you are,0
4604,no it wa cancel yeah babi well that sound import so i understand my darlin give me a ring later on thi fone love kate x,0
4605,tomarrow i want to got to court at lt decim gt so you come to bu stand at,0
4606,go home liao ask dad to pick me up at,0
4607,omg you can make a wed chapel in frontiervil whi do they get all the good stuff,0
4608,i m eatin now lor but goin back to work soon e mountain deer show huh i watch b liao veri nice,0
4609,check mail i have mail varma and kept copi to you regard membership take care insha allah,0
4610,wrong phone thi phone i answer thi one but assum the other is peopl i don t well,0
4611,anyway i don t think i can secur anyth up here lemm know if you want me to drive down south and chill,0
4612,i m alreadi back home so no probabl not,0
4613,hi thi is ami we will be send you a free phone number in a coupl of day which will give you an access to all the adult parti,1
4614,i am in bu on the way to calicut,0
4615,hi it me you are probabl have too much fun to get thi messag but i thought id txt u co im bore and jame ha been fart at me all night,0
4616,hi babi im sat on the bloodi bu at the mo and i wont be home until about wanna do somethin later call me later ortxt back jess xx,0
4617,welcom to select an o servic with ad benefit you can now call our special train advisor free from your mobil by diall,1
4618,i lost pound sinc my doc visit last week woot woot now i m gonna celebr by stuf my face,0
4619,u come back dinner rite dad ask me so i re confirm wif u,0
4620,do my master when will you buy a bb co i have for sale and how s bf,0
4621,ahhhh just woken up had a bad dream about u tho so i dont like u right now i didnt know anyth about comedi night but i guess im up for it,0
4622,i m vivek i got call from your number,0
4623,whi didn t u call on your lunch,0
4624,what i mean wa i left too earli to check co i m work a,0
4625,i want lt gt rs da do you have it,0
4626,i want to see your pretti pussi,0
4627,dear voucher holder have your next meal on us use the follow link on your pc enjoy a dine experiencehttp www vouch me com etlp dine asp,1
4628,a few peopl are at the game i m at the mall with iouri and kaila,0
4629,urgent we are tri to contact u today draw show that you have won a prize guarante call from land line claim valid hr onli,1
4630,you can donat to unicef s asian tsunami disast support fund by text donat to will be ad to your next bill,1
4631,futur is not what we plan for tomorrow it is the result of what we do today do the best in present enjoy the futur,0
4632,i will cme i want to go to ho morow after that i wil cme thi what i got from her dear what to do she didnt say ani time,0
4633,we are suppos to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that,0
4634,hey come onlin use msn we are all there,0
4635,i m fine hope you are good do take care,0
4636,oop i wa in the shower when u call hey a park garag collaps at univers hospit see i m not crazi stuff like that doe happen,0
4637,aiyo u so poor thing then u dun wan eat u bath alreadi,0
4638,yar i tot u knew di would happen long ago alreadi,0
4639,you are gorgeou keep those pix cum thank you,0
4640,jade it paul y didn t u txt me do u rememb me from barm i want talk u txt me,0
4641,spend new year with my brother and hi famili let plan to meet next week are you readi to be spoil,0
4642,so what u do today,0
4643,i said it okay sorri,0
4644,slept i thinkthi time lt gt pm is not danger,0
4645,network job is there,0
4646,goldvik m is invit you to be hi friend repli ye or no see him www sm ac u goldvik stop send stop frnd to,1
4647,dont let studi stress you out l r,0
4648,that s y u haf keep me busi,0
4649,no rush i m not work i m in school so if we rush we go hungri,0
4650,which channel,0
4651,so your tell me i coulda been your real valentin and i wasn t u never pick me for noth,0
4652,phoni award today voda number end xxxx are select to receiv a award if you have a match pleas call quot claim code standard rate app,1
4653,we made it eta at taunton is as plan hope that s still okday good to see you xx,0
4654,i m hungri buy smth home,0
4655,hey kate hope ur ok will give u a buz wedlunch go outsomewher adrink in town cud go watershd a bit ppl fromwrk will bthere love petexxx,0
4656,my drive can onli be read i need to write,0
4657,just look it up and addi goe back monday suck to be her,0
4658,happi new year hope you are have a good semest,0
4659,esplanad lor where els,0
4660,can you talk with me,0
4661,hmph go head big baller,0
4662,well it not like you actual call someon a punto that woulda been wors,0
4663,nope sinc ayo travel he ha forgotten hi guy,0
4664,you still around look to pick up later,0
4665,cd u congratul ur award of cd gift voucher or gift guarante freeentri wkli draw xt music to tnc www ldew com win ppmx age,1
4666,there s someon here that ha a year lt gt toyota camri like mr olayiwola s own mileag is lt gt k it clean but i need to know how much will it sell for if i can rais the dough for it how soon after land will it sell holla back,0
4667,guess which pub im in im as happi as a pig in clover or whatev the say is,0
4668,ill b down soon,0
4669,oh k i will come tomorrow,0
4670,go fool dont cheat other ok,0
4671,my mobil number pl sm ur mail id convey regard to achan amma rakhesh qatar,0
4672,by the way rencontr is to meet again mountain dont,0
4673,you have won a guarante cash or a prize to claim yr prize call our custom servic repres on between am pm cost p,1
4674,u attend ur drive lesson how mani time a wk n which day,0
4675,uncl g just check up on you do have a reward month,0
4676,hello boytoy geeee i m miss you today i like to send you a tm and remind you i m think of you and you are love love kiss,0
4677,i think the other two still need to get cash but we can def be readi by,0
4678,hey gal u all wanna meet dinner at n te,0
4679,dear xxxxxxx u ve been invit to xchat thi is our final attempt to contact u txt chat to p msgrcvdhg suit land row w j hl ldn yr,1
4680,babe what are you do where are you who are you talk to do you think of me are you be a good boy are you miss me do you love me,0
4681,great how is the offic today,0
4682,it s cool we can last a littl while get more ani time soon,0
4683,sad puppi nois,0
4684,ye it possibl but dint tri pl dont tell to ani one k,0
4685,anyway holla at me whenev you re around becaus i need an excus to go creep on peopl in sarasota,0
4686,where you what happen,0
4687,i wa gonna ask you lol but i think it at,0
4688,ur cash balanc is current pound to maxim ur cash in now send go to onli p meg cc hg suit land row w j hl,1
4689,privat your account statement for show un redeem s i m point call identifi code xx expir,1
4690,go chase after her and run her over while she s cross the street,0
4691,i d like to tell you my deepest darkest fantasi call me just p min to stop text call nat rate,1
4692,hey veri inconveni for your si a not huh,0
4693,ok i vl do u know i got adsens approv,0
4694,wa realli good to see you the other day dudett been miss you,0
4695,i want to go to perumbavoor,0
4696,how mani time i told in the stage all use to laugh you not listen aha,0
4697,you didn t hear it from me,0
4698,thank for be there for me just to talk to on saturday you are veri dear to me i cherish have you as a brother and role model,0
4699,pl clarifi back if an open return ticket that i have can be prepon for me to go back to kerala,0
4700,natali f is invit you to be her friend repli ye or no see her www sm ac u natali k stop send stop frnd to,1
4701,she ran off with a younger man we will make pretti babi togeth,0
4702,jamster to get your free wallpap text heart to now t c appli onli need help call,1
4703,o ic lol should play door sometim yo,0
4704,dunno my dad said he come home bring us out lunch yup i go w u lor i call u when i reach school lor,0
4705,desir u go to doctor liver and get a bit stylish get ur hair manag that it,0
4706,hmmm still we dont have open,0
4707,yeah so basic ani time next week you can get away from your mom amp get up befor,0
4708,i will vote for wherev my heart guid me,0
4709,with my si lor we juz watch italian job,0
4710,tick tick tick where are you i could die of loneli you know pout stomp feet i need you,0
4711,lmao you know me so well,0
4712,am on a train back from northampton so i m afraid not i m stay skyve off today ho ho will be around wednesday though do you fanci the comedi club thi week by the way,0
4713,goodnight da thangam i realli miss u dear,0
4714,hey next sun there s a basic yoga cours at bugi we can go for that pilat intro next sat tell me what time you r free,0
4715,geeeee your internet is realli bad today eh,0
4716,free video camera phone with half price line rental for mth and cross ntwk min txt call mobileupd or call optout,1
4717,i think i am disturb her da,0
4718,sorri i ll call you later i am in meet sir,0
4719,havent stuck at orchard in my dad s car go dinner now u leh so r they free tonight,0
4720,ok i also wan watch e pm show,0
4721,i dunno lei like dun haf,0
4722,but your brother transfer onli lt gt lt gt pa,0
4723,i call you later afternoon onword mtnl servic get problem in south mumbai i can hear you but you cann t listen me,0
4724,uk break accommodationvouch term condit appli claim you mustprovid your claim number which is,1
4725,talk to g and x about that,0
4726,hai dear friend thi is my new amp present number by rajitha raj ranju,0
4727,p alfi moon s children in need song on ur mob tell ur m s txt tone chariti to for nokia or poli chariti for poli zed profit chariti,1
4728,as in differ style,0
4729,win a shop spree everi week start now play text store to skilgm tsc winawk age perweeksub,1
4730,gud ni dear slp well take care swt dream muah,0
4731,thi is the nd attempt to contract u you have won thi week top prize of either cash or prize just call,1
4732,well i m glad you didn t find it total disagre lol,0
4733,guy no flash me now if you go call me call me how madam take care oh,0
4734,do you want a new nokia i colour phone deliveredtomorrow with free minut to ani mobil free text free camcord repli or call,1
4735,mark work tomorrow he get out at hi work is by your hous so he can meet u afterward,0
4736,keep ur problem in ur heart b coz nobodi will fight for u onli u amp u have to fight for ur self amp win the battl vivekanand g t sd ham yeah give me a call if you ve got a minut ham hi babe uawak feellikw shit justfound out via alett thatmum gotmarri thnov behind ourback fuckinnic selfish deviousbitch anyway i l call u,0
4737,amaz if you rearrang these letter it give the same mean dormitori dirti room astronom moon starer the eye they see elect result lie let recount mother in law woman hitler eleven plu two twelv plu one it amaz,0
4738,aiya we discuss later lar pick up at is it,0
4739,hey happi birthday,0
4740,sorri i miss your call can you pleas call back,0
4741,omg if it not one thing it anoth my cat ha worm when doe thi bad day end,0
4742,good morn im suffer from fever and dysentri will not be abl to come to offic today,0
4743,i wont do anyth de,0
4744,what type of stuff do you sing,0
4745,st andr virgil s cream,0
4746,my fri ah oki lor goin my drivin den go shoppin after tt,0
4747,gokila is talk with you aha,0
4748,hi shanil rakhesh here thank i have exchang the uncut diamond stuff leav back excel servic by dino and prem,0
4749,k k thi month kote birthday know,0
4750,but i m realli realli broke oh no amount is too small even lt gt,0
4751,sorri about that thi is my mate phone and i didnt write it love kate,0
4752,themob hit the link to get a premium pink panther game the new no from sugabab a crazi zebra anim or a badass hoodi wallpap all free,1
4753,ah well that confus thing doesnt it i thought wa friend with now mayb i did the wrong thing but i alreadi sort of invit tho he may not come co of money,0
4754,aight call me onc you re close,0
4755,nope that fine i might have a nap tho,0
4756,thi msg is for your mobil content order it ha been resent as previou attempt fail due to network error queri to customersqueri netvis uk com,1
4757,in other news after hassl me to get him weed for a week andr ha no money haughaighgtujhyguj,0
4758,ding me on ya break fassyol blacko from londn,0
4759,i realli need kiss u i miss u my babi from ur babi eva,0
4760,oh you got mani respons,0
4761,you have new messag pleas call,1
4762,i ve reach sch alreadi,0
4763,decemb onli had your mobil mth you are entitl to updat to the latest colour camera mobil for free call the mobil updat vco free on,1
4764,u definit need a modul from e human di sem izzit u wan take other modul st,0
4765,argh whi the fuck is nobodi in town,0
4766,get lion england tone repli lionm mono or lionp poli more go www rington co uk the origin n best tone gbp network oper rate appli,1
4767,thank fill me with complet calm and reassur,0
4768,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean same here,0
4769,are you drive or train,0
4770,lol for real she told my dad i have cancer,0
4771,privat your account statement for,1
4772,oop i did have it lt gt,0
4773,not enufcredeit tocal shall ileav uni at get a bu to yor hous,0
4774,hi chikku send some nice msg,0
4775,he is imposs to argu with and he alway treat me like hi sub like he never releas me which he did and i will remind him of that if necessari,0
4776,after my work ah den plu lor u workin oso rite den go orchard lor no other place to go liao,0
4777,to the wonder okor have a great month we cherish you guy and wish you well each day mojibiola,0
4778,cuz ibor and don wanna studi,0
4779,wot about on wed nite i am then but onli til,0
4780,ani way where are you and what do,0
4781,that suck i ll go over so u can do my hair you ll do it free right,0
4782,it s still not work and thi time i also tri ad zero that wa the save the check is lt gt,0
4783,hmm dunno leh mayb a bag goigng out dat is not too small or ju anyth except perfum smth dat i can keep,0
4784,sday onli join so train we start today,0
4785,sorri wa at the grocer,0
4786,there are some nice pub near here or there is franki n benni near the warner cinema,0
4787,you ve won your costa del sol holiday or await collect call now toclaim sae tc s pobox stockport sk xh cost pm max min,1
4788,yup i havent been there befor you want to go for the yoga i can call up to book,0
4789,oh shut it omg yesterday i had a dream that i had kid both boy i wa so piss not onli about the kid but them be boy i even told mark in my dream that he wa chang diaper caus i m not get owe in the face,0
4790,yeah i imagin he would be realli gentl unlik the other doc who treat their patient like turkey,0
4791,now that you have start dont stop just pray for more good idea and anyth i see that can help you guy i ll forward you a link,0
4792,hi darlin im on helen fone im gonna b up the princ nite pleas come up tb love kate,0
4793,i m in offic now da where are you,0
4794,aiyar u so poor thing i give u my support k jia you i ll think of u,0
4795,oh unintent not bad time great finger the train play along will give fifteen min warn,0
4796,get your garden readi for summer with a free select of summer bulb and seed worth onli with the scotsman thi saturday to stop go notxt co uk,1
4797,k then come wenev u lik to come and also tel vikki to come by get free time,0
4798,pl call me da what happen,0
4799,happi new year to u and ur famili may thi new year bring happi stabil and tranquil to ur vibrant colour life,0
4800,no problem with the renew i ll do it right away but i dont know hi detail,0
4801,idk i m sit here in a stop and shop park lot right now bawl my eye out becaus i feel like i m a failur in everyth nobodi want me and now i feel like i m fail you,0
4802,haven t left yet so probabl gonna be here til dinner,0
4803,like lt gt same question,0
4804,my new year eve wa ok i went to a parti with my boyfriend who is thi si then hey,0
4805,sir i need velusami sir s date of birth and compani bank facil detail,0
4806,k k sm chat with me,0
4807,i will come with karnan car pleas wait till pm will directli goto doctor,0
4808,no but the bluray player can,0
4809,ok then r we meet later,0
4810,lol no i just need to cash in my nitro hurri come on befor i crash out,0
4811,just send a text we ll skype later,0
4812,ok leav no need to ask,0
4813,still got lesson in sch,0
4814,y she dun believ leh i tot i told her it s true alreadi i thk she muz c us tog then she believ,0
4815,oh did you charg camera,0
4816,i ve got some salt you can rub it in my open wound if you like,0
4817,now i m go for lunch,0
4818,i m in school now n i ll be in da lab do some stuff give me a call when r done,0
4819,aight text me tonight and we ll see what s up,0
4820,u,0
4821,water log in desert geoenvironment implic,0
4822,veri strang and are watch the nd one now but i m in bed sweet dream miss u,0
4823,sm auction a brand new nokia is up auction today auction is free join take part txt nokia to now,1
4824,hi hope u r both ok he said he would text and he hasn t have u seen him let me down gentli pleas,0
4825,babe i fuck love you too you know fuck it wa so good to hear your voic i so need that i crave it i can t get enough i ador you ahmad kiss,0
4826,k sure am in my rel home sm me de pl,0
4827,fuuuuck i need to stop sleepin sup,0
4828,i m in town now so i ll ju take mrt down later,0
4829,i just cook a rather nice salmon a la you,0
4830,i upload mine to facebook,0
4831,what time u wrkin,0
4832,ree entri in a weekli comp for a chanc to win an ipod txt pod to to get entri std txt rate t c s appli for detail,1
4833,our record indic u mayb entitl to pound in compens for the accid you had to claim free repli with claim to thi msg stop txt stop,1
4834,oh oh den muz chang plan liao go back have to yan jiu again,0
4835,it s wyli you in tampa or sarasota,0
4836,ok take ur time n enjoy ur dinner,0
4837,darren wa say dat if u meet da ge den we dun meet dinner co later u leav xy will feel awkward den u meet him lunch lor,0
4838,spook up your mob with a halloween collect of a logo pic messag plu a free eeri tone txt card spook to zed p per logo pic,1
4839,i like cheap but i m happi to splash out on the wine if it make you feel better,0
4840,she s fine i have had difficulti with her phone it work with mine can you pl send her anoth friend request,0
4841,ugh my leg hurt musta overdid it on mon,0
4842,call germani for onli penc per minut call from a fix line via access number no prepay direct access www telediscount co uk,1
4843,wot student discount can u get on book,0
4844,how come she can get it should b quit diff to guess rite,0
4845,had your mobil mth updat for free to orang latest colour camera mobil unlimit weekend call call mobil upd on freefon or stoptxt,1
4846,babe i m answer you can t you see me mayb you d better reboot ym i got the photo it s great,0
4847,hi what you think about match,0
4848,i know you are thinkin malaria but relax children cant handl malaria she would have been wors and it gastroenter if she take enough to replac her loss her temp will reduc and if you give her malaria med now she will just vomit it a self limit ill she ha which mean in a few day it will complet stop,0
4849,dai i download but there is onli exe file which i can onli run that exe after instal,0
4850,it is onli yesterday true true,0
4851,k k how is your busi now,0
4852,pa but not select,0
4853,well that nice too bad i cant eat it,0
4854,i accident brought em home in the box,0
4855,pl she need to dat slowli or she will vomit more,0
4856,i have to take exam with in march,0
4857,jane babe not goin wrk feel ill after lst nite fone in alreadi cover me chuck,0
4858,night we nt stay at port step liao too ex,0
4859,if i die i want u to have all my stuff,0
4860,oh fuck juswok up in a bed on a boatin the dock slept wid year old spinout giv u da gossip l r xxx,0
4861,i re met alex nichol from middl school and it turn out he s deal,0
4862,privat your account statement for fone no show un redeem s i m point call identifi code expir,1
4863,it mean u could not keep ur word,0
4864,nope i m still in the market,0
4865,i realis you are a busi guy and i m tri not to be a bother i have to get some exam outta the way and then tri the car do have a gr day,0
4866,hey what how about your project start aha da,0
4867,ok cool see ya then,0
4868,am on the uworld site am i buy the qbank onli or am i buy it with the self assess also,0
4869,someonon you know is tri to contact you via our date servic to find out who it could be call from your mobil or landlin box sk ch,1
4870,yeah i can still give you a ride,0
4871,jay want to work out first how s sound,0
4872,gud gud k chikku tke care sleep well gud nyt,0
4873,hmm think lor,0
4874,of cours don t teas me you know i simpli must see grin do keep me post my prey love smile devour kiss,0
4875,thank for the temal it wa wonder thank have a great week,0
4876,thank you princess i want to see your nice juici booti,0
4877,haven t eaten all day i m sit here stare at thi juici pizza and i can t eat it these med are ruin my life,0
4878,u come n search tat vid not finishd,0
4879,k i m leav soon be there a littl after,0
4880,urgent pleas call from a landlin cash or a holiday await collect t cs sae po box m xy,1
4881,yeah work is fine start last week all the same stuff as befor dull but easi and guy are fun,0
4882,you do your studi alon without anyon help if you cant no need to studi,0
4883,pleas tell me not all of my car key are in your purs,0
4884,i didnt get anyth da,0
4885,ok sweet dream,0
4886,well she s in for a big surpris,0
4887,in cbe in chennai,0
4888,can help u swoop by pick u up from wherev ur other bird r meet if u want,0
4889,if anyon call for a treadmil say you ll buy it make sure it work i found an ad on craigslist sell for lt gt,0
4890,i absolut love south park i onli recent start watch the offic,0
4891,did you see that film,0
4892,pl speak with me i wont ask anyth other then you friendship,0
4893,gud ni swt drm take care,0
4894,hi darlin it kate are u up for doin somethin tonight im go to a pub call the swan or someth with my parent for one drink so phone me if u can,0
4895,anyth lar then not go home dinner,0
4896,er enjoyin indian at the mo yep sall good hehe how bout u shexi pete xx,0
4897,if you don t your prize will go to anoth custom t c at www t c biz p min polo ltd suit london w j hl pleas call back if busi,1
4898,did u fix the teeth if not do it asap ok take care,0
4899,so u wan come for our dinner tonight a not,0
4900,hello how u do what u been up when will u b move out of the flat co i will need to arrang to pick up the lamp etc take care hello carolin,0
4901,it too late but it k wish you the same,0
4902,hi hope ur day good back from walk tabl book for half eight let me know when ur come over,0
4903,oh yeah clearli it s my fault,0
4904,dunno leh cant rememb mayb lor so wat time r we meet tmr,0
4905,best msg it s hard to be with a person when u know that one more step foward will make u fall in love amp one step back can ruin ur friendship good night,0
4906,urgent your mobil number ha been award with a prize guarante call from land line claim valid hr onli ppm,1
4907,vikki come around lt time gt,0
4908,and how you will do that princess,0
4909,i have gone into get info bt dont know what to do,0
4910,yeah probabl here for a while,0
4911,i m still pretti weak today bad day,0
4912,hey don t forget you are mine for me my possess my properti mmm childish smile,0
4913,an excel thought by a misundrstud frnd i knw u hate me bt the day wen u ll knw the truth u ll hate urself gn,0
4914,hey congrat u id luv but ive had go home,0
4915,dear where you call me,0
4916,xy tri smth now u eat alreadi we havent,0
4917,urgent pleas call from landlin cash or a luxuri canari island holiday await collect t cs sae po box m xy ppm,1
4918,i donno it in your gene or someth,0
4919,xma iscom ur award either cd gift voucher free entri r weekli draw txt music to tnc www ldew com win ppmx age subscript,1
4920,alex say he s not ok with you not be ok with it,0
4921,are u come to the funer home,0
4922,my darl sister how are you do when s school resum is there a minimum wait period befor you reappli do take care,0
4923,i ll hand her my phone to chat wit u,0
4924,well good morn mr how london treatin ya treacl,0
4925,i can t make it tonight,0
4926,about lt gt buck the bank fee are fix better to call the bank and find out,0
4927,i can but it will tell quit long co i haven t finish my film yet,0
4928,pl ask macho how much is budget for bb bold is co i saw a new one for lt gt dollar,0
4929,hi miss your call and my mumha beendrop red wine all over theplac what is your adress,0
4930,ill be at your in about min but look out for me,0
4931,what you did in leav,0
4932,i m come back on thursday yay is it gonna be ok to get the money cheer oh yeah and how are you everyth alright how school or do you call it work now,0
4933,jolli good by the way will give u ticket for sat eve speak befor then x,0
4934,yeah that s what i wa think,0
4935,k k i m go to tirunelvali thi week to see my uncl i alreadi spend the amount by take dress so onli i want money i will give it on feb,0
4936,here got ur favorit oyster n got my favorit sashimi ok lar i dun say alreadi wait ur stomach start rumbl,0
4937,my sister go to earn more than me da,0
4938,ju finish watch tv u,0
4939,k fyi i m back in my parent place in south tampa so i might need to do the deal somewher els,0
4940,good morn my love i go to sleep now and wish you a great day full of feel better and opportun you are my last thought babe i love you kiss,0
4941,kothi print out marandratha,0
4942,but we havent got da topic yet rite,0
4943,ok no problem yup i m go to sch at if i rem correctli,0
4944,thank i ll keep that in mind,0
4945,aah bless how s your arm,0
4946,dear sir salam alaikkum pride and pleasur meet you today at the tea shop we are pleas to send you our contact number at qatar rakhesh an indian pl save our number respect regard,0
4947,gal n boy walk in d park gal can i hold ur hand boy y do u think i would run away gal no jst wana c how it feel walk in heaven with an princ gn,0
4948,what make you most happi,0
4949,wish you a wonder week,0
4950,sweet heart how are you,0
4951,sir wait for your letter,0
4952,dude im no longer a pisc im an aquariu now,0
4953,x cours it yr just so her messag on messeng lik you r send me,0
4954,i think steyn sure get one wicket,0
4955,neither in sterm voic i m studi all fine with me not sure the thing will be resolv tho anyway have a fab hol,0
4956,garbag bag egg jam bread hannaford wheat chex,0
4957,no it s not pride i m almost lt gt year old and shouldn t be takin money from my kid you re not suppos to have to deal with thi stuff thi is grownup stuff whi i don t tell you,0
4958,sound better than my even im just do my costum im not sure what time i finish tomorrow but i will txt you at the end,0
4959,my birthday is on feb lt gt da,0
4960,so when do you wanna gym,0
4961,you d like that wouldn t you jerk,0
4962,are u awak is there snow there,0
4963,and of cours you should make a stink,0
4964,u r subscrib textcomp wkli comp st wk s free question follow subsequ wk charg p msg unsubscrib txt stop custcar,1
4965,no go no open for that room til after thanksgiv without an upcharg,0
4966,when you guy plan on come over,0
4967,wat do now,0
4968,no sir that s whi i had an hr trip on the bu last week have anoth audit next wednesday but i think i might drive thi time,0
4969,do i i thought i put it back in the box,0
4970,i m home,0
4971,no one interest may be some busi plan,0
4972,yup it s at paragon i havent decid whether cut yet hee,0
4973,good morn princess have a great day,0
4974,guai shd haf seen him when he s naughti so free today can go jog,0
4975,aiyo co i sm then neva repli so i wait to repli lar i tot havent finish ur lab wat,0
4976,live is veri simpl love is also simpl laugh is too simpl win is tooo simpl but be simpl is veri difficult,0
4977,tell me someth that okay,0
4978,hmm shall i bring a bottl of wine to keep us amus just joke i ll still bring a bottl red or white see you tomorrow,0
4979,thi is ur face test lt gt select ani number i will tell ur face astrolog am wait quick repli,0
4980,hey iouri gave me your number i m wyli ryan s friend,0
4981,yep get with the program you re slack,0
4982,i m in insid offic still fill form don know when they leav me,0
4983,i think your mentor is but not percent sure,0
4984,call and send our girl into erot ecstaci just p min to stop text call nat rate,1
